lens_id,lens_name,mount_id,focal_length_id,sharpness,aberration,bokeh,autofocus,handling,value,price,rating,description
57,HD Pentax-D FA 28-105mm F3.5-5.6 ED DC WR,6,6,8.6,8.5,7.8,9,9.3,9.1,$453.92 ,8.9,"The HD Pentax-D FA 28-105mm F3.5-5.6 ED DC WR zoom lens was announced in February 2016 as a kit lens for the Pentax K-1 full frame DSLR which was launched at the same time. On a full frame the field of view covers a very useful range for a walk around lens. The lens can also be used on DSLRs with an APS-C size sensor; here the field of view goes from standard lens to telephoto. The lens features nine rounded diaphragm blades for smooth Bokeh and it has a number of seals making it weather resistant. The front element is SP coated which helps repel water drops and grease, Other features are Quick Shift and a ""window"" in the lens hood which makes it easy to rotate a polarizing filter when one is attached. The lens has a built-in DC autofocus motor and no provision for screw drive autofocus. Autofocus is thus available only with the K10D and K100D Super, and all newer cameras. The lens has no aperture ring and is primarily intended for use on DSLR cameras. It can be used, though, on film cameras that have P and Tv automation or where the aperture can be controlled by an e-dial. On film cameras focusing is manual only. At 440 g/15.5 oz the lens is relatively light without being flimsy."
58,HD Pentax-D FA* 70-200mm F2.8 ED DC AW,6,6,9.9,9.5,9.4,9.2,8.7,8.6,"$1,610.12 ",9.68,"The HD PENTAX-D FA* 70-200mm F2.8 ED DC AW telephoto zoom lens was announced at the CP+ tradeshow in February, 2015 preceding the announcement of the K-1 Pentax 24x36mm full-frame DSLR. Together with the HD Pentax 150-450mm extreme telephoto zoom lens these are the first Pentax lenses to cover the 24x36 mm full-frame format since the D FA 100mm F2.8 WR lens, which was introduced back in 2009. While this lens is designed for the 24x36mm full-frame format it can also be used on cameras with the APS-C sensor format. With a respectable maximum aperture of F2.8 and rounded diaphragm blades for smooth Bokeh this zoom can be used as a portrait lens in addition to its more traditional use for sports, wild life and distant landscapes. This lens is pro-grade as indicated by its star designation and also by its feature list: * All-weather protection (AW) * HD coating * SP coating of the front element * Aerobright II nano-coating of the inner elements * Four super-low dispersion elements, two ED elements and two super ED elements with properties like flourite elements * Enhanced Quick-shift function via a three-way switch on the barrel * Focus limiter * Tripod mount The lens hood has the for Pentax traditional removable piece that allows for easy adjustment of an attached polarizing filter. The lens has a built-in DC type autofocus motor and no provision for screw drive autofocus. Autofocus is thus not possible with the K100D/K110D and *istD series cameras. Autofocus is not available with film cameras. In August of 2020 a limited quantity silver version was announced."
59,HD Pentax-D FA 70-210mm F4 ED SDM WR,6,6,9.5,8.9,9.2,9.5,9.5,8.2,$974.66 ,9.3,"Introduced in 2020, the HD PENTAX-D FA 70-210mm F4 ED SDM WR is a much lighter option for a telephoto zoom than the HD Pentax-D FA* 70-200mm F2.8 zoom. The new lens weighs in at just 891 g (28.9 oz), whereas the D FA* F2.8 lens weighs in at 1755 g (61.9 oz). To bring the weight down the new lens is one stop slower than the D FA*. While this lens is designed for the 24x36mm full-frame format it can also be used on cameras with the APS-C sensor format. The lens features rounded diaphragm blades for smooth Bokeh and is aimed at shooting sports, wild life and distant landscapes. The key features are: * Weather resistant (WR) * HD coating * SP coating of the front element * Three ED lens elements * Internal focusing and internal zoom * Quick-shift * Focus Range Limiter (0.95cm - 2m and 2m to infinity) The lens has a built-in SDM type autofocus motor and no provision for screw drive autofocus. Furthermore the aperture is electronically controlled, so this lens can only be used with cameras that support the KAF4 mount (K-50 and newer). The lens is compatible with the HD Pentax-DA 1.4x AF Rear Converter when used for the APS-C format. While Pentax does not provide a tripod mount for this lens, the optional A034TM tripod mount made by Tamron for their similar 70-210mm F4 telezoom will fit."
60,HD Pentax-D FA 150-450mm F4.5-5.6 ED DC AW,6,6,9.3,9.2,8.7,9.1,7.8,8.8,"$1,826.43 ",9.24,"The HD PENTAX-D FA 150-450mm F4.5-5.6 ED DC AW telephoto zoom lens was announced at the CP+ tradeshow in February, 2015 in connection with the announcement of a Pentax 24x36mm full-frame DSLR to be introduced late in 2015. Together with the HD Pentax-D FA* 70-200mm F2.8 zoom lens these are the first Pentax lenses to cover the 24x36mm full-frame format since the D FA 100mm F2.8 WR lens, which was introduced back in 2009. While this lens is designed for the 24x36mm full-frame format it can also be used on cameras with the APS-C sensor format. This lens has four autofocus buttons on the lens barrel. These buttons together with the enhanced Quick-shift system provide for a lens that is fast in use and pegs it as a lens designed for sports and wild life. These AF buttons can be used with the K-3 (after a firmware update) and newer cameras. The lens sports rounded diaphragm blades for smooth Bokeh. It is a variable aperture zoom which helps keep weight and size down. The key features of this lens are: * All-weather protection (AW) * HD coating * SP coating of the front element * One super-low dispersion element and three ED elements * AF buttons on lens barrel * Enhanced Quick-shift function via a three-way switch on the barrel * Focus limiter * Tripod mount The lens hood has the for Pentax traditional removable piece that allows for easy adjustment of an attached polarizing filter. The lens has a built-in DC type autofocus motor and no provision for screw drive autofocus. Autofocus is thus not possible with the K100D/K110D and *istD series cameras. Autofocus is not available with film cameras."
61,SMC Pentax-DA 40mm F2.8 XS,7,2,9.1,8.1,9,9.1,9.2,9.6,$154.70 ,9.04,"The SMC Pentax DA 40mm XS is based on the optical design of the SMC Pentax DA 40mm Limited, but its exterior is designed by Marc Newson so as to match the design of the K-01 mirrorless camera. The lens will work with Pentax DSLRs as well as with the K-01. It is smaller being only 9.2 mm thick. The aperture blades are rounded which produces a smooth bokeh. The front element has SP coating which repels dust, water and grease and which makes it easier to wipe the front element clean. Price: $249 when purchased separately, $149 when purchased in a K-01 kit ."
62,SMC Pentax-FA 20mm F2.8,5,1,9.1,8.6,8,8.9,9.3,8.5,$505.95 ,9.21,The smc PENTAX-FA 20mm F2.8 is the first and only autofocus 20mm prime lens available from Pentax. It shares the optics with its A-series predecessor.
63,SMC Pentax-FA* 24mm F2 AL [IF],5,1,9,8.3,9,9.1,8.8,8.8,$495.44 ,9.18,This is the fastest 24mm prime lens made by Pentax. Like for all other FA* lenses you switch between autofocus and manual focus by pushing the focusing ring forwards (autofocus) or pulling it towards the camera (manual focus).
64,SMC Pentax-FA 28mm F2.8 AL,5,2,9.1,8.7,8.3,9.3,8.7,9.5,$172.75 ,8.84,The smc PENTAX-FA 1:2.8 28mm autofocus lens succeeded its F-series counterpart and incorporated a new optical design featuring an AL element.
65,SMC Pentax-FA 28mm F2.8 Soft,5,2,9,8,9,8,8,9,$530.00 ,9.33,"This is a soft-focus lens where the image softness is controlled by the aperture ring (the larger the aperure, the softer the image). The aperture works manually from F2.8 to F5.6 (""stop down"" mode), and automatically from F5.6 - F22 (will meter at F5.6 in that range). This lens does not have the ""A"" setting on its aperture ring."
66,HD Pentax-FA 31mm Limited F1.8,5,2,8.5,7.2,8.8,7.9,8.5,7.7,$812.76 ,8.33,This modernized version of the iconic SMC Pentax-FA 31mm F1.8 Limited features updated HD coatings and rounded aperture blades.
67,SMC Pentax-FA 31mm F1.8 AL Limited,5,2,9.5,8.5,9.6,8.8,9.5,8.4,$851.89 ,9.48,This Limited lens features all-metal barrel and a built-in hood. It is known for delivering exceptional wide-angle image quality.
68,HD Pentax-FA 35mm F2,5,2,8.9,7.9,7.3,8.5,8.7,8.3,$324.13 ,8.27,"This is a re-release of the well respected film era smc Pentax-FA 35mm F2 wide angle lens. This new version has HD coating as well as SP coating and an updated exterior design. The lens covers the full frame format. On APS-C the angle of view will be narrower and the lens is considered ""normal"" lens rather than a wide angle lens. The new version has retained the aperture ring and can be used with no restrictions on film cameras. This 35mm lens is rated down to -10 degrees centigrade. Case, caps and lens hood are included with the lens. This lens went on sale on February 22, 2019."
69,SMC Pentax-FA 35mm F2 AL,5,2,9.4,8.6,8.1,8.9,8.6,8.7,$309.44 ,9.12,The smc Pentax-FA 35mm is a compact full-frame wide-angle lens with fast aperture. In 2019 it was replaced with an HD coated version.
70,HD Pentax-FA 43mm Limited F1.9,5,2,10,9,10,9,9,10,N/A,10,This modernized version of the iconic SMC Pentax-FA 43mm F1.9 Limited features updated HD coatings and rounded aperture blades.
71,SMC Pentax-FA 43mm F1.9 Limited,5,2,9.5,8.7,9,9.1,9.4,8.8,$506.95 ,9.39,The Pentax FA 43mm limited is a standard prime lens featuring a metal construction and superior optics. It was for a while also available as a manual focus lens in the Leica M39 rangefinder mount with a matching optical viewfinder. That version was labeled smc Pentax-L 1:1.9 43mm Special.
72,HD Pentax-FA 50mm F1.4,5,3,0,0,0,0,0,0,N/A,N/A,"This is a so-called ""normal lens"" covering the full frame format. It was introduced in 2023 and is based on, and largely identical to, the smc Pentax-FA 50mm F1.4 lens from 1991. Which again can trace its roots via non-auto focus K-mount versions back to the screw mount Super Takumar 50mm F1.4 from then1960ies! It was reissued in 2023 with HD coating and SP coating and a more modern exterior design. It offers an affordable option of a normal lens with a film era like image rendition as opposed to the crisp rendition of the designed-for-digital HD Pentax-D FA* 50mm F1.4 ."
73,SMC Pentax-FA 50mm F1.4 Classic,5,3,6,4,5,5,10,7,$380.00 ,8,"This is a so-called ""normal lens"" covering the full frame format. It was introduced in 2023 and is based on, and largely identical to, the smc Pentax-FA 50mm F1.4 lens from 1991. Which again can trace its roots via non-auto focus K-mount versions back to the screw mount Super Takumar 50mm F1.4 from then1960ies! It was reissued with SP coating in 2023 so as to offer not only an affordable option of a normal lens, but also a lens with the softer image rendition of film era lenses particularly at large apertures. An ND filter is included which allows to use large apertures even in good light. At large apertures with backlit scenes the lens produces a rainbow flare effect."
74,SMC Pentax-FA 50mm F1.4,5,3,8.9,8.3,9.3,8.6,8.7,9.2,$239.18 ,8.92,The SMC Pentax-FA 50mm F1.4 is a film-era 50mm lens with a very long production run. It was introduced in 1991 and not discountinued until 2023. It has an aperture ring and is therefore fully compatible with all Pentax DSLRs as well as film bodies. It was replaced with the Pentax-D FA* 50mm F1.4 designed specifically for digital cameras with a full frame high-resolution sensor. APS-C shooters have the Pentax-DA* 55mm F1.4 as an alternative.
75,SMC Pentax-FA 50mm F1.7,5,3,9.7,9.2,9.2,9.2,9.3,9.7,$176.45 ,9.48,"This is a fast, compact standard lens."
76,SMC Pentax-FA 50mm F2.8 Macro,5,3,9.9,9.3,9.3,8,8.9,9.7,$259.10 ,9.64,This macro lens features 1:1 magnification. The optics are seated so far from the front that no separate lens hood is required.
77,HD Pentax-FA 77mm Limited F1.8,5,4,8.8,8.2,9.2,8,9.8,8.8,$559.25 ,8.6,This modernized version of the iconic SMC Pentax-FA 77mm F1.8 Limited features updated HD coatings and rounded aperture blades.
78,SMC Pentax-FA 77mm F1.8 Limited,5,4,9.7,8.6,9.7,8.7,9.6,9.1,$669.84 ,9.66,The 77mm Limited lens features a metal body and built-in hood.
79,SMC Pentax-FA* 85mm F1.4 [IF],5,4,9.9,9,9.8,9,9.5,9.5,"$1,059.36 ",9.71,"The Pentax FA* 85mm has a different optical design than its A* counterpart and it also incorporates internal focusing (IF). Three versions of this lens exist: S/N 301xxxx: old-style hood and no silver ring above and in-line with the aperture ring S/N 302xxxx/303xxxx: old style hood, silver ring above and in-line with the aperture ring S/N 307xxxx: new style hood, silver ring above and in-line with the aperture ring (see photo). Like for all other FA* lenses you switch between autofocus and manual focus by pushing the focusing forwards (autofocus) or pulling it towards the camera (manual focus)."
80,SMC Pentax-FA 85mm F2.8 Soft,5,4,10,10,10,9.7,9.5,9.7,$275.33 ,9.5,"This is a soft-focus lens where the image softness is controlled by the aperture ring. The aperture works manually from F2.8 to F5.6 (""stop down"" mode), and automatically from F5.6 - F32 (will meter at F5.6 in that range). This lens does not have the ""A"" setting on its aperture ring."
81,SMC Pentax-FA 100mm F2.8 Macro,5,4,9.7,9.2,9.6,8.7,8.8,9.8,$334.80 ,9.53,The SMC Pentax-FA 100mm F2.8 Macro is a high-quality macro lens designed to be well above the SMC Pentax-FA 100mm F3.5 macro in image quality. It features a clamp and a focus limiter. The optics are seated that far from the front that no separate lens hood is required. Optically this lens is identical to its F-series predecessor and the D FA-series successors.
82,SMC Pentax-FA 100mm F3.5 Macro,5,4,9,8.7,8.6,7.9,7.7,9.6,$143.63 ,8.79,This is the slower of the two FA 100mm macro lenses.
83,SMC Pentax-FA 135mm F2.8 [IF],5,4,9.4,8.1,9.5,9.1,9.2,9.5,$326.46 ,9.11,Like its F-series predecessor this telephoto lens has an internal focusing mechanism and a built-in hood.
84,SMC Pentax-FA* 200mm F2.8 ED [IF],5,4,9.7,9.3,9.4,8.7,9.6,9.3,$853.38 ,9.6,This compact yet fast lens features extra-low dispersion (ED) elements and internal focusing (IF). You switch between autofocus and manual focus by pushing the focusing forwards (autofocus) or pulling it towards the camera (manual focus).
85,SMC Pentax-FA* 200mm F4 Macro ED [IF],5,4,10,10,10,9.7,9.7,9.7,"$2,407.00 ",10,The SMC Pentax-FA* 200mm F4 is the autofocus successor to the original Pentax A* 200mm macro lens. The FA* version was upgraded over the A* with more lens elements and internal focusing. You switch between autofocus and manual focus by pushing the focusing forwards (autofocus) or pulling it towards the camera (manual focus).
86,SMC Pentax-FA* 300mm F2.8 ED [IF],5,4,10,9.7,9.7,9.7,9,9.3,"$2,831.63 ",9.91,"The SMC Pentax-FA* F2.8 is a premium wide-aperture super telephoto prime. It succeeded its manual-focus counterpart, the A* 300mm F2.8 and remains the only Pentax autofocus lens of its type. This lens takes 43mm filters through a 'drop-in' filter holder near the lens mount. Pentax provided an optional circular polarizing filter in a special drop-in holder allowing for the filter to be turned with a dial on the outside, refer the second and third photos. Item number is Pentax 35184 - Circular Polarizing Filter FA*. 112 mm filters can be attached to the front. You switch between autofocus and manual focus by pushing the focusing forwards (autofocus) or pulling it towards the camera (manual focus)."
87,SMC Pentax-FA* 300mm F4.5 ED [IF],5,4,9.5,9.3,9.2,8.8,9.5,9.5,$757.44 ,9.48,This lightweight telephoto lens delivers clear images thanks to it's extra-low dispersion (ED) elements. You switch between autofocus and manual focus by pushing the focusing forwards (autofocus) or pulling it towards the camera (manual focus). The camera body should be set to autofocus.
88,SMC Pentax-FA* 400mm F5.6 ED [IF],5,5,9.3,7.4,9,8.4,9.6,8.6,"$1,614.28 ",9,The SMC Pentax-FA* 400mm F5.6 is a premium yet compact super-telephoto lens compatible with both film and digital cameras. You switch between autofocus and manual focus by pushing the focusing forwards (autofocus) or pulling it towards the camera (manual focus). The camera body should be set to autofocus.
89,SMC Pentax-FA* 600mm F4 ED [IF],5,5,9.7,8.7,9.2,9.3,8.7,8.7,"$5,766.92 ",9.08,"This is the fastest 600mm lens from Pentax. The lens comes with two rear filter holders, one which takes ordinary filters, and the other which has a permanently affixed circular polarizer and a wheel that allows to turn the filter when mounted. You switch between autofocus and manual focus by pushing the focusing forwards (autofocus) or pulling it towards the camera (manual focus). The camera body should be set to autofocus."
90,SMC Pentax-FA 20-35mm F4 AL,5,6,9.2,8,7.6,8.9,9.2,9.2,$387.13 ,9.17,The Pentax FA 20-35mm is a prosumer-quality full-frame wide-angle zoom lens with a constant aperture of F4.
91,SMC Pentax-FA 24-90mm F3.5-4.5 AL [IF],5,6,8.5,8.1,7.4,8.6,8.1,8.7,$354.35 ,8.08,The SMC Pentax FA 24-90mm lens was launched in 2001 and discontinued in 2004 shortly after the launch of the digital *ist D. It is a lightweight consumer walk-around zoom designed for film cameras and it works well on APS-C cameras. It may not be the best choice on a high-resolution full-frame camera due to relatively soft corner sharpness.
92,SMC Pentax-FA* 28-70mm F2.8 AL,5,6,8.9,8.3,8.4,8.3,8.2,7.7,$867.11 ,8.86,"This fast yet heavy lens supports Power Zoom. You switch from auto focus and to manual focus by pulling the focusing ring towards the camera, and vice versa. The AF/MF switch on the camera can be left in the AF position at all times."
93,SMC Pentax-FA 28-70mm F4 AL,5,6,7.2,7.2,7.2,7.9,7.5,7.9,$66.85 ,7.7,"This is a budget oriented, slower and lighter variant of a 28-70mm range zoom lens. It was designed for film cameras."
94,SMC Pentax-FA 28-80mm F3.5-4.7,5,6,6.9,6.1,6.1,7,7.1,8,$58.56 ,6.07,This variant of the 28-80mm lens features a heavier design as well as Power Zoom support. It was produced from 1991 to 1998. Power zoom can be enabled/disabled by sliding the zoom ring back and forth.
95,SMC Pentax-FA 28-80mm F3.5-5.6,5,6,6,5.6,5.9,8,7.3,7.2,$38.74 ,6.95,This lens comes in both silver and black.
96,SMC Pentax-FA 28-80mm F3.5-5.6 AL,5,6,6.2,6.6,6.4,6.4,6.8,6.6,$41.44 ,6.82,"This light lens was only produced for three years, until 2004."
97,SMC Pentax-FA 28-90mm F3.5-5.6,5,6,6,6.6,6.6,7.8,6.8,7.7,$35.40 ,6.67,This inexpensive zoom lens has a plastic bayonet and no distance scale. It was often sold bundled with a camera as a kit lens. The 28-90mm range is very convenient as a walk around lens on a film camera.
98,SMC Pentax-FA 28-105mm F3.2-4.5 AL [IF],5,6,7.7,7.3,7,7.2,8.5,8.2,$166.54 ,7.55,"The SMC Pentax-FA 28-105mm F3.2-4.5 is faster than its Power Zoom version, but it employs a lighter design consisting mostly of plastic."
99,SMC-Pentax FA 28-105mm F4-5.6,5,6,8.4,7.8,7.1,8.4,8.1,9,$83.13 ,8.26,"The FA 28-105mm is a handy lens that features a large zoom range and the Power Zoom function. However, the extent of support for Power Zoom depends on the camera body. Check the camera specifications in our database to see if your camera supports power zoom."
100,SMC Pentax-FA 28-105mm F4-5.6 [IF],5,6,7.2,6.8,6.2,7.2,7.7,7.3,$117.54 ,7.21,This lens was designed by Tamron and therefore does not resemble other FA-series lenses.
101,SMC Pentax-FA 28-200mm F3.8-5.6 AL [IF],5,6,7.6,6.7,7.4,7.9,7.8,8.8,$116.25 ,7.74,This 28-200mm full-frame zoom lens lens is designed by Tamron but employs Pentax electronics and branding.
102,SMC Pentax-FA 35-80mm F4-5.6,5,6,8.4,8.4,7.1,8.9,8.6,9.8,$26.70 ,8.2,This lens comes in both silver and black finishes.
103,SMC Pentax-FA 70-200mm F4-5.6,5,6,6.8,7.5,6.8,6.8,7.5,7.8,$67.38 ,7.33,This focal range is unique to the FA series; this lens features power zoom.
104,SMC Pentax-FA* 80-200mm F2.8 ED [IF],5,6,9.7,9.3,9.5,9.3,8.5,9.5,"$1,320.63 ",9.57,"The pro-grade SMC Pentax-FA* 80-200mm F2.8 ED [IF] is fast for this zoom range. It is quite heavy because of the fast F2.8 maximum aperture and because it employs an all-metal barrel. It includes the Power Zoom feature, which can be taken advantage of on high end Pentax DSLRs as well as select film bodies. This lens also features a tripod collar. You switch between autofocus and manual focus by pushing the focusing forwards (autofocus) or pulling it towards the camera (manual focus). The camera body should be set to autofocus."
105,SMC Pentax-FA 80-200mm F4.7-5.6,5,6,6.9,7.3,6.6,6.7,7,7.8,$50.25 ,6.36,This telephoto lens is similar to its F-series predecessor.
106,SMC Pentax-FA 80-320mm F4.5-5.6,5,6,8.2,7.8,7.9,7.1,7.9,9,$132.62 ,8.02,"This extreme-telephoto zoom lens has a great aperture range for its focal length. When zoomed to 80mm, it is very compact. Note that a silver-colored version also exists."
107,SMC Pentax-FA 100-300mm F4.5-5.6,5,6,6.4,6.9,6.9,7.9,7.9,7.4,$88.73 ,6.92,The SMC Pentax-FA 100-300mm F4.5-5.6 lens features the power zoom function; its build and optics are otherwise identical to the F-series counterpart.
108,SMC Pentax-FA 100-300mm F4.7-5.8,5,6,8.2,7.9,8.1,7.4,7.9,9.3,$94.35 ,8.55,This is the slower of the two FA 100-300mm lenses. It is made of plastic and does not feature power zoom.
109,SMC Pentax-FA* 250-600mm F5.6 ED [IF],5,6,0,0,0,0,0,0,"$7,000.00 ",10,"The FA* 250-600mm is slightly heavier than its F-series due to the addition of power zoom. Rather than having a single ring for focusing and zooming, this lens has a dedicated focusing ring and a dedicated zoom ring, arguably improving its overall handling. This lens takes 43mm filters through a 'drop-in' filter holder near the lens mount. Pentax provided an optional aftermarket circular polarizing filter in a special drop-in holder allowing for the filter to be turned with a dial on the outside, refer the second and third photos. Item number is Pentax 35184 - Circular Polarizing Filter FA*. 112mm filters can be attached to the front. You switch between autofocus and manual focus by pushing the focusing forwards (autofocus) or pulling it towards the camera (manual focus). The camera body should be set to autofocus. Full weight with tripod collar is 5800g."
110,SMC Pentax-FA J 18-35mm F4-5.6,5,6,7.7,7.5,6.6,8.2,8.7,9.4,$118.58 ,7.96,"This wide-angle zoom lens features full-frame coverage. On digital bodies, the DA 18-55mm kit lens offers a better zoom range and slightly faster speed."
111,SMC Pentax-FA J 28-80mm F3.5-5.6 AL,5,6,8,7.2,7.8,7.6,8.6,9.8,$32.83 ,6.27,This inexpensive lens lacks an aperture ring as do all FA J lenses.
112,SMC Pentax-FA J 75-300mm F4.5-5.8 AL,5,6,6.8,6.6,6.9,7.8,7.8,8.1,$116.71 ,7.57,This zoom lens offers slightly slower speed than the FA 80-320mm.
113,SMC Pentax-F 28mm F2.8,4,2,9.6,9,8.7,9.3,9.4,9.6,$197.03 ,9.5,This is the autofocus successor to the A version of this lens. The optics remained unchanged.
114,SMC Pentax-F 50mm F1.4,4,3,9.3,8.7,9.6,8.6,9.3,9.4,$251.80 ,9.5,This is a very fast and compact standard autofocus lens. Optically it is identical to its A-series predecessor.
115,SMC Pentax-F 50mm F1.7,4,3,9.6,8.6,9,8.6,8.9,9.7,$130.44 ,9.18,This is a fast and compact standard autofocus lens. Optically the lens is the same as its A-series predecessor.
116,SMC Pentax-F 50mm F2.8 Macro,4,3,10,9.6,9.5,9.3,9.3,10,$284.27 ,9.62,This was the first 50mm autofocus macro lens made by Pentax. The optics are seated that far from the front that no separate lens hood is required.
117,SMC Pentax-F 85mm F2.8 Soft,4,4,8.3,10,9,7.3,8,7.7,$266.33 ,9.33,"This is a soft focus lens. The degree of softness is controlled with the aperture ring. The effect is most pronounced at F2.8. The center is less soft than the edges. The effect is most pronounced in the range F2.8 to F5.6. From F2.8 to F6.7 the aperture closes down manually to the value set with the aperture ring. Av exposure mode can be used from F2.8 to F5.6. At F6.7 the exposure mode switches to M even if set to Av and an exposure error occurs. When the aperture ring is turned further toward F32 the aperture blades remain at F6.7 and the lens doesn't stop down to the set value until the exposure is made or the optical preview is engaged. In this range (F6.7 to F22) ""green button"" stop down metering in M exposure mode is the way to work with a Pentax DSLR. A Pentax film SLR with aperture simulator will also work in Av mode in this range."
118,SMC Pentax-F 100mm F2.8 Macro,4,4,9.8,9.1,9.3,9,9,9.4,$253.62 ,9.62,"This was the first in a series of 100mm autofocus macro lenses from Pentax. The subsequent versions (FA, D FA) have the same optical formula. The optics are seated that far from the front that no separate lens hood is required."
119,SMC Pentax-F 135mm F2.8 [IF],4,4,9.7,8,9.3,9.3,10,9.1,$312.50 ,9.47,This fast short-telephoto lens features internal focusing (IF) and a built-in hood.
120,SMC Pentax-F* 300mm F4.5 ED [IF],4,4,9.8,9.4,9.1,8.8,9.5,9.7,$880.14 ,9.86,"This lens is optically identical to the later FA* version, but it has several physical differences, including a removable tripod mount and built-in hood."
121,SMC Pentax-F* 600mm F4 ED [IF],4,5,0,0,0,0,0,0,"$7,000.00 ",9.75,"This lens is a fast, long telephoto lens. It is optically identical to the later FA* version."
122,SMC Pentax-F 17-28mm F3.5-4.5 Fish-Eye,4,6,8.3,7.1,6.8,8.4,9.2,9.5,$245.86 ,8.94,The F-series 17-28mm fisheye is an interesting lens featuring 180-degree diagonal field of view on film bodies at its 17mm setting.
123,SMC Pentax-F 24-50mm F4,4,6,8.8,7.5,7.8,8.3,8.7,9.3,$150.22 ,9.3,This is the autofocus successor to the A-series 24-50mm zoom lens which has the same optical formula.
124,SMC Pentax-F 28-80mm F3.5-4.5,4,6,7.9,7.1,7.5,7.9,7.7,8.6,$31.59 ,7.35,The SMC Pentax-F 28-80mm lens has a macro setting at 80mm.
125,SMC Pentax-F 35-70mm F3.5-4.5,4,6,8.9,8.2,8,8.6,8.5,9.5,$42.07 ,8.72,This lens has the same aperture range and the same optics as its A-series counterpart.
126,SMC Pentax-F 35-80mm F4-5.6,4,6,7.4,7.2,7.5,7.9,7.5,8.6,$20.38 ,6.77,This lens's focal length and speed is beaten by the F 28-80mm lens.
127,SMC Pentax-F 35-105mm F4-5.6,4,6,8.8,8.4,8.3,8.1,7.9,9.5,$59.82 ,8.67,The Pentax-F 35-105mm lens has a macro feature at 105mm and a very useful range of focal lengths.
128,SMC Pentax-F 35-135mm F3.5-4.5,4,6,7.5,6.9,7,7.5,7.2,8.1,$88.44 ,7.89,The large zoom range of this autofocus lens makes it a versatile walk-around lens. It features the same aperture range and optics as its A-series predecessor. It has a macro setting at the long end.
129,SMC Pentax-F 70-210mm F4-5.6,4,6,8.5,7.9,8.6,7.7,7.7,9.6,$84.65 ,8.35,"The Pentax-F 70-210mm is a compact but solidly built lens with a 49mm filter diameter. However, it has variable aperture, unlike its A-series predecessor . It has no dedicated macro setting but even then it reaches a respectable 0.25x magnification at the long end. This lens is an extraordinary good value."
130,SMC Pentax-F 80-200mm F4.7-5.6,4,6,8.4,7.7,7.3,8.6,8.7,9.1,$52.93 ,7.96,This lens features the same aperture range as its A version. It is of much lighter construction than the smc Pentax 70-210mm zoom.
131,SMC Pentax-F 100-300mm F4.5-5.6,4,6,7,6.7,7.6,7.4,6.7,7.8,$83.11 ,7.15,The Pentax F 100-300mm autofocus zoom lens was succeeded by an FA version that added power zoom support.
132,SMC Pentax-F* 250-600mm F5.6 ED [IF],4,6,10,9,9.5,8,6.5,8,"$3,500.00 ",9.5,"The Pentax F* is a professional zoom lens delivering superb image quality and handling. This lens is lighter than its FA* version and uses a single ring for focusing and zoom. It features internal zooming, a large built-in hood, and a tripod mount, and comes in a trunk case complete with a large leather cap and 6 drop-in filters. No power zoom."
133,SMC Pentax-A 15mm F3.5,3,1,9,7.3,5.5,0,9.3,9,$673.80 ,9.14,"This lens is optically identical to its K-series predecessor. Its redesigned barrel does not have a silver stripe around the focusing ring, however."
134,SMC Pentax-A 16mm F2.8 Fish-Eye,3,1,8.3,8.3,8.3,0,9.7,9,$484.00 ,9,"This rare lens has fast aperture and features three built-in filters. It is larger than the K 17mm F4, but also one stop faster."
135,SMC Pentax-A 20mm F2.8,3,1,8.9,8.4,7.9,0,9.5,9.2,$425.72 ,9.09,"The SMC Pentax-A 20mm F2.8 lens is faster than the M or K 20mm lenses, and it was succeeded by an FA autofocus version with the same optics formula."
136,SMC Pentax-A 24mm F2.8,3,1,8.8,8.4,8.1,0,9.4,9.1,$204.71 ,8.7,"This lens is of the same size as its 24mm F2.8 K-series predecessor. It has the same optics, but is about 10g heavier."
137,SMC Pentax-A 28mm F2,3,2,9.2,8.7,8.1,0,9.5,8.6,$354.55 ,9.15,This lens is similar to its M version and faster than the other 28mm lens in the A-series.
138,SMC Pentax-A 28mm F2.8,3,2,8.6,8.1,7.6,0,9.1,9.2,$80.49 ,8.41,This lens is similar to the second version of the smc Pentax-M 28mm F2.8 lens.
139,SMC Pentax-A 35mm F2,3,2,8.7,8.3,8.9,0,9.8,8.8,$285.82 ,9.09,This lens is optically similar to its M counterpart.
140,SMC Pentax-A 35mm F2.8,3,2,9.2,9,8.8,0,9.5,9.3,$129.64 ,9.07,This lens is optically similar to the M version.
141,SMC Pentax-A 50mm F1.2,3,3,9.6,8.6,9.6,0,9.9,8.6,$469.50 ,9.59,"The SMC Pentax-A 50mm F1.2 is the fastest A-series 50mm lens variant, featuring the largest aperture available in the K-mount. While the standard version had a black barrel, it also came in a special-edition bundle with the LX 2000 with a barrel design resembling that of the current silver FA Limited lenses. The rare LX2000 bundle typically sells for $4000-5000 USD."
142,SMC Pentax-A 50mm F1.4,3,3,9.2,8.2,9.3,0,9.1,9.2,$103.27 ,9.19,Like all A-series lenses this very fast standard lens supports P and Tv exposure modes in addition to Av and M. The lens is shown above with a filter and a metal screw-in lens hood. A rectangular clip-on plastic hood was also available as well as a folding rubber hood.
143,SMC Pentax-A 50mm F1.7,3,3,9.1,8.4,8.7,0,8.6,9.5,$58.80 ,8.91,The SMC Pentax-A 50mm F1.7 is a fast standard lens shipped with many 1980's Pentax bodies. It supports all exposure modes.
