lens_id,relation,entity
93,handling,7.5
93,value,7.9
93,reviews,50
93,views,"293,279"
93,last_date,"Sat August 24, 2024"
93,recommended_by,86% of reviewers
93,price,$66.85 
93,rating,7.7
93,description,"This is a budget oriented, slower and lighter variant of a 28-70mm range zoom lens. It was designed for film cameras."
93,image_link,https://www.pentaxforums.com/lensreviews/data/44/IMGP1813.JPG
93,lens_link,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-28-70-F4-Zoom-Lens.html
94,lens_name,SMC Pentax-FA 28-80mm F3.5-4.7
94,mount,5
94,focal_length,6
94,sharpness,6.9
94,aberration,6.1
94,bokeh,6.1
94,autofocus,7.0
94,handling,7.1
94,value,8.0
94,reviews,15
94,views,"94,403"
94,last_date,"Wed May 18, 2022"
94,recommended_by,53% of reviewers
94,price,$58.56 
94,rating,6.07
94,description,This variant of the 28-80mm lens features a heavier design as well as Power Zoom support. It was produced from 1991 to 1998. Power zoom can be enabled/disabled by sliding the zoom ring back and forth.
94,image_link,https://www.pentaxforums.com/lensreviews/data/44/SMC_Pentax-FA_28-80mm_powerzoom.jpg
94,lens_link,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-28-80mm-F3.5-4.7-Power-Zoom-Lens.html
95,lens_name,SMC Pentax-FA 28-80mm F3.5-5.6
95,mount,5
95,focal_length,6
95,sharpness,6.0
95,aberration,5.6
95,bokeh,5.9
95,autofocus,8.0
95,handling,7.3
95,value,7.2
95,reviews,21
95,views,"117,146"
95,last_date,"Thu August 8, 2024"
95,recommended_by,86% of reviewers
95,price,$38.74 
95,rating,6.95
95,description,This lens comes in both silver and black.
95,image_link,https://www.pentaxforums.com/lensreviews/data/44/IMGP1816.JPG
95,lens_link,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-28-80mm-F3.5-5.6-Zoom-Lens.html
96,lens_name,SMC Pentax-FA 28-80mm F3.5-5.6 AL
96,mount,5
96,focal_length,6
96,sharpness,6.2
96,aberration,6.6
96,bokeh,6.4
96,autofocus,6.4
96,handling,6.8
96,value,6.6
96,reviews,11
96,views,"63,485"
96,last_date,"Fri December 20, 2019"
96,recommended_by,91% of reviewers
96,price,$41.44 
96,rating,6.82
96,description,"This light lens was only produced for three years, until 2004."
96,image_link,https://www.pentaxforums.com/lensreviews/data/44/SMC_Pentax_FA_28-80mm.jpg
96,lens_link,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-28-80mm-F3.5-5.6-AL-Version-Zoom-Lens.html
97,lens_name,SMC Pentax-FA 28-90mm F3.5-5.6
97,mount,5
97,focal_length,6
97,sharpness,6.0
97,aberration,6.6
97,bokeh,6.6
97,autofocus,7.8
97,handling,6.8
97,value,7.7
97,reviews,18
97,views,"95,371"
97,last_date,"Wed November 4, 2020"
97,recommended_by,83% of reviewers
97,price,$35.40 
97,rating,6.67
97,description,This inexpensive zoom lens has a plastic bayonet and no distance scale. It was often sold bundled with a camera as a kit lens. The 28-90mm range is very convenient as a walk around lens on a film camera.
97,image_link,https://www.pentaxforums.com/lensreviews/data/44/a-smc_Pentax-FA_28-90_3_5-5_6.jpg
97,lens_link,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-28-90mm-F3.5-5.6-Zoom-Lens.html
98,lens_name,SMC Pentax-FA 28-105mm F3.2-4.5 AL [IF]
98,mount,5
98,focal_length,6
98,sharpness,7.7
98,aberration,7.3
98,bokeh,7.0
98,autofocus,7.2
98,handling,8.5
98,value,8.2
98,reviews,29
98,views,"148,805"
98,last_date,"Sun January 29, 2023"
98,recommended_by,83% of reviewers
98,price,$166.54 
98,rating,7.55
98,description,"The SMC Pentax-FA 28-105mm F3.2-4.5 is faster than its Power Zoom version, but it employs a lighter design consisting mostly of plastic."
98,image_link,https://www.pentaxforums.com/lensreviews/data/44/SMC_Pentax-FA_28-105mm.jpg
98,lens_link,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-28-105mm-F3.2-4.5-Zoom-Lens.html
99,lens_name,SMC-Pentax FA 28-105mm F4-5.6
99,mount,5
99,focal_length,6
99,sharpness,8.4
99,aberration,7.8
99,bokeh,7.1
99,autofocus,8.4
99,handling,8.1
99,value,9.0
99,reviews,23
99,views,"171,940"
99,last_date,"Sat February 19, 2022"
99,recommended_by,100% of reviewers
99,price,$83.13 
99,rating,8.26
99,description,"The FA 28-105mm is a handy lens that features a large zoom range and the Power Zoom function. However, the extent of support for Power Zoom depends on the camera body. Check the camera specifications in our database to see if your camera supports power zoom."
99,image_link,https://www.pentaxforums.com/lensreviews/data/44/SMC_Pentax-FA_28-105mm_Power-Zoom.jpg
99,lens_link,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-28-105mm-F4-5.6-Power-Zoom-Lens.html
100,lens_name,SMC Pentax-FA 28-105mm F4-5.6 [IF]
100,mount,5
100,focal_length,6
100,sharpness,7.2
100,aberration,6.8
100,bokeh,6.2
100,autofocus,7.2
100,handling,7.7
100,value,7.3
100,reviews,14
100,views,"73,254"
100,last_date,"Tue October 25, 2016"
100,recommended_by,86% of reviewers
100,price,$117.54 
100,rating,7.21
100,description,This lens was designed by Tamron and therefore does not resemble other FA-series lenses.
100,image_link,https://www.pentaxforums.com/lensreviews/data/44/SMC_Pentax-FA_28-105mm_F4-56.jpg
100,lens_link,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-28-105mm-F4-5.6-IF-Version-Zoom-Lens.html
101,lens_name,SMC Pentax-FA 28-200mm F3.8-5.6 AL [IF]
101,mount,5
101,focal_length,6
101,sharpness,7.6
101,aberration,6.7
101,bokeh,7.4
101,autofocus,7.9
101,handling,7.8
101,value,8.8
101,reviews,20
101,views,"159,655"
101,last_date,"Fri December 29, 2023"
101,recommended_by,95% of reviewers
101,price,$116.25 
101,rating,7.74
101,description,This 28-200mm full-frame zoom lens lens is designed by Tamron but employs Pentax electronics and branding.
101,image_link,https://www.pentaxforums.com/lensreviews/data/44/SMC_Pentax-FA_28-200mm_F3_8-5_6.jpg
101,lens_link,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-28-200mm-F3.8-5.6-Zoom-Lens.html
102,lens_name,SMC Pentax-FA 35-80mm F4-5.6
102,mount,5
102,focal_length,6
102,sharpness,8.4
102,aberration,8.4
102,bokeh,7.1
102,autofocus,8.9
102,handling,8.6
102,value,9.8
102,reviews,25
102,views,"149,860"
102,last_date,"Mon January 2, 2023"
102,recommended_by,100% of reviewers
102,price,$26.70 
102,rating,8.2
102,description,This lens comes in both silver and black finishes.
102,image_link,https://www.pentaxforums.com/lensreviews/data/44/SMC_Pentax-FA_35-80mm.jpg
102,lens_link,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-35-80mm-F4-5.6-Zoom-Lens.html
103,lens_name,SMC Pentax-FA 70-200mm F4-5.6
103,mount,5
103,focal_length,6
103,sharpness,6.8
103,aberration,7.5
103,bokeh,6.8
103,autofocus,6.8
103,handling,7.5
103,value,7.8
103,reviews,9
103,views,"97,411"
103,last_date,"Sat March 19, 2022"
103,recommended_by,100% of reviewers
103,price,$67.38 
103,rating,7.33
103,description,This focal range is unique to the FA series; this lens features power zoom.
103,image_link,https://www.pentaxforums.com/lensreviews/data/44/SMC_Pentax_FA_70-200mm.jpg
103,lens_link,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-70-200mm-F4-5.6-Power-Zoom-Lens.html
104,lens_name,SMC Pentax-FA* 80-200mm F2.8 ED [IF]
104,mount,5
104,focal_length,6
104,sharpness,9.7
104,aberration,9.3
104,bokeh,9.5
104,autofocus,9.3
104,handling,8.5
104,value,9.5
104,reviews,21
104,views,"138,492"
104,last_date,"Sun March 8, 2020"
104,recommended_by,90% of reviewers
104,price,"$1,320.63 "
104,rating,9.57
104,description,"The pro-grade SMC Pentax-FA* 80-200mm F2.8 ED [IF] is fast for this zoom range. It is quite heavy because of the fast F2.8 maximum aperture and because it employs an all-metal barrel. It includes the Power Zoom feature, which can be taken advantage of on high end Pentax DSLRs as well as select film bodies. This lens also features a tripod collar. You switch between autofocus and manual focus by pushing the focusing forwards (autofocus) or pulling it towards the camera (manual focus). The camera body should be set to autofocus."
104,image_link,https://www.pentaxforums.com/lensreviews/data/44/SMC_Pentax_FA_Star_80-200mm_F28.jpg
104,lens_link,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-Star-80-200mm-F2.8-Power-Zoom-Lens.html
105,lens_name,SMC Pentax-FA 80-200mm F4.7-5.6
105,mount,5
105,focal_length,6
105,sharpness,6.9
105,aberration,7.3
105,bokeh,6.6
105,autofocus,6.7
105,handling,7.0
105,value,7.8
105,reviews,14
105,views,"71,339"
105,last_date,"Sun October 15, 2023"
105,recommended_by,71% of reviewers
105,price,$50.25 
105,rating,6.36
105,description,This telephoto lens is similar to its F-series predecessor.
105,image_link,https://www.pentaxforums.com/lensreviews/data/44/SMC_Pentax_FA80-200_4-7_5-6.jpg
105,lens_link,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-80-200mm-F4.7-5.6-Zoom-Lens.html
106,lens_name,SMC Pentax-FA 80-320mm F4.5-5.6
106,mount,5
106,focal_length,6
106,sharpness,8.2
106,aberration,7.8
106,bokeh,7.9
106,autofocus,7.1
106,handling,7.9
106,value,9.0
106,reviews,47
106,views,"258,894"
106,last_date,"Sun September 15, 2024"
106,recommended_by,91% of reviewers
106,price,$132.62 
106,rating,8.02
106,description,"This extreme-telephoto zoom lens has a great aperture range for its focal length. When zoomed to 80mm, it is very compact. Note that a silver-colored version also exists."
106,image_link,https://www.pentaxforums.com/lensreviews/data/44/Pentax_80-320_2.jpg
106,lens_link,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-80-320mm-F4-5.6-Zoom-Lens.html
107,lens_name,SMC Pentax-FA 100-300mm F4.5-5.6
107,mount,5
107,focal_length,6
107,sharpness,6.4
107,aberration,6.9
107,bokeh,6.9
107,autofocus,7.9
107,handling,7.9
107,value,7.4
107,reviews,13
107,views,"84,387"
107,last_date,"Sun December 17, 2023"
107,recommended_by,92% of reviewers
107,price,$88.73 
107,rating,6.92
107,description,The SMC Pentax-FA 100-300mm F4.5-5.6 lens features the power zoom function; its build and optics are otherwise identical to the F-series counterpart.
107,image_link,https://www.pentaxforums.com/lensreviews/data/44/SMC-Pentax_FA_100-300mm_F4_5-5_6.jpg
107,lens_link,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-100-300mm-F4.5-5.6-Power-Zoom-Lens.html
108,lens_name,SMC Pentax-FA 100-300mm F4.7-5.8
108,mount,5
108,focal_length,6
108,sharpness,8.2
108,aberration,7.9
108,bokeh,8.1
108,autofocus,7.4
108,handling,7.9
108,value,9.3
108,reviews,55
108,views,"247,706"
108,last_date,"Fri August 4, 2023"
108,recommended_by,95% of reviewers
108,price,$94.35 
108,rating,8.55
108,description,This is the slower of the two FA 100-300mm lenses. It is made of plastic and does not feature power zoom.
108,image_link,https://www.pentaxforums.com/lensreviews/data/44/SMC_Pentax-FA_100-300mm_F47-58.jpg
108,lens_link,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-100-300mm-F4.7-5.8-Zoom-Lens.html
109,lens_name,SMC Pentax-FA* 250-600mm F5.6 ED [IF]
109,mount,5
109,focal_length,6
109,sharpness,0.0
109,aberration,0.0
109,bokeh,0.0
109,autofocus,0.0
109,handling,0.0
109,value,0.0
109,reviews,3
109,views,"102,450"
109,last_date,"Wed January 20, 2010"
109,recommended_by,100% of reviewers
109,price,"$7,000.00 "
109,rating,10.0
109,description,"The FA* 250-600mm is slightly heavier than its F-series due to the addition of power zoom. Rather than having a single ring for focusing and zooming, this lens has a dedicated focusing ring and a dedicated zoom ring, arguably improving its overall handling. This lens takes 43mm filters through a 'drop-in' filter holder near the lens mount. Pentax provided an optional aftermarket circular polarizing filter in a special drop-in holder allowing for the filter to be turned with a dial on the outside, refer the second and third photos. Item number is Pentax 35184 - Circular Polarizing Filter FA*. 112mm filters can be attached to the front. You switch between autofocus and manual focus by pushing the focusing forwards (autofocus) or pulling it towards the camera (manual focus). The camera body should be set to autofocus. Full weight with tripod collar is 5800g."
109,image_link,https://www.pentaxforums.com/lensreviews/data/44/SMC_Pentax_FA-star_250-600mm.jpg
109,lens_link,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FA-Star-250-600mm-F5.6-Power-Zoom-Lens.html
110,lens_name,SMC Pentax-FA J 18-35mm F4-5.6
110,mount,5
110,focal_length,6
110,sharpness,7.7
110,aberration,7.5
110,bokeh,6.6
110,autofocus,8.2
110,handling,8.7
110,value,9.4
110,reviews,28
110,views,"113,519"
110,last_date,"Tue July 11, 2023"
110,recommended_by,100% of reviewers
110,price,$118.58 
110,rating,7.96
110,description,"This wide-angle zoom lens features full-frame coverage. On digital bodies, the DA 18-55mm kit lens offers a better zoom range and slightly faster speed."
110,image_link,https://www.pentaxforums.com/lensreviews/data/31/SMC_Pentax_FAJ_18-35mm.jpg
110,lens_link,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FAJ-18-35mm-F4-5.6-Zoom-Lens.html
111,lens_name,SMC Pentax-FA J 28-80mm F3.5-5.6 AL
111,mount,5
111,focal_length,6
111,sharpness,8.0
111,aberration,7.2
111,bokeh,7.8
111,autofocus,7.6
111,handling,8.6
111,value,9.8
111,reviews,11
111,views,"53,325"
111,last_date,"Mon April 10, 2023"
111,recommended_by,64% of reviewers
111,price,$32.83 
111,rating,6.27
111,description,This inexpensive lens lacks an aperture ring as do all FA J lenses.
111,image_link,https://www.pentaxforums.com/lensreviews/data/31/SMC-Pentax_FAX_28-80mm.jpg
111,lens_link,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FAJ-28-80mm-F3.5-5.6-Zoom-Lens.html
112,lens_name,SMC Pentax-FA J 75-300mm F4.5-5.8 AL
112,mount,5
112,focal_length,6
112,sharpness,6.8
112,aberration,6.6
112,bokeh,6.9
112,autofocus,7.8
112,handling,7.8
112,value,8.1
112,reviews,23
112,views,"129,524"
112,last_date,"Sat January 2, 2021"
112,recommended_by,96% of reviewers
112,price,$116.71 
112,rating,7.57
112,description,This zoom lens offers slightly slower speed than the FA 80-320mm.
112,image_link,https://www.pentaxforums.com/lensreviews/data/31/SMC_Pentax-FAJ_75-300mm.jpg
112,lens_link,https://www.pentaxforums.com/lensreviews/SMC-Pentax-FAJ-75-300mm-F4.5-5.8-Zoom-Lens.html
113,lens_name,SMC Pentax-F 28mm F2.8
113,mount,4
113,focal_length,2
113,sharpness,9.6
113,aberration,9.0
113,bokeh,8.7
113,autofocus,9.3
113,handling,9.4
113,value,9.6
113,reviews,44
113,views,"248,912"
113,last_date,"Sat February 24, 2024"
113,recommended_by,100% of reviewers
113,price,$197.03 
113,rating,9.5
113,description,This is the autofocus successor to the A version of this lens. The optics remained unchanged.
113,image_link,https://www.pentaxforums.com/lensreviews/data/29/SMC_Pentax-F_28mm_F28.jpg
113,lens_link,https://www.pentaxforums.com/lensreviews/SMC-Pentax-F-28mm-F2.8-Lens.html
114,lens_name,SMC Pentax-F 50mm F1.4
114,mount,4
114,focal_length,3
114,sharpness,9.3
114,aberration,8.7
114,bokeh,9.6
114,autofocus,8.6
114,handling,9.3
114,value,9.4
114,reviews,18
114,views,"138,091"
114,last_date,"Mon July 29, 2024"
114,recommended_by,100% of reviewers
114,price,$251.80 
114,rating,9.5
114,description,This is a very fast and compact standard autofocus lens. Optically it is identical to its A-series predecessor.
114,image_link,https://www.pentaxforums.com/lensreviews/data/29/SMC_Pentax_F_50mm.jpg
114,lens_link,https://www.pentaxforums.com/lensreviews/SMC-Pentax-F-50mm-F1.4-Lens.html
115,lens_name,SMC Pentax-F 50mm F1.7
115,mount,4
115,focal_length,3
115,sharpness,9.6
115,aberration,8.6
115,bokeh,9.0
115,autofocus,8.6
115,handling,8.9
115,value,9.7
115,reviews,99
115,views,"366,692"
115,last_date,"Tue August 22, 2023"
115,recommended_by,100% of reviewers
115,price,$130.44 
115,rating,9.18
115,description,This is a fast and compact standard autofocus lens. Optically the lens is the same as its A-series predecessor.
115,image_link,https://www.pentaxforums.com/lensreviews/data/29/Pentax_50_32.jpg
115,lens_link,https://www.pentaxforums.com/lensreviews/SMC-Pentax-F-50mm-F1.7-Lens.html
116,lens_name,SMC Pentax-F 50mm F2.8 Macro
116,mount,4
116,focal_length,3
116,sharpness,10.0
116,aberration,9.6
116,bokeh,9.5
116,autofocus,9.3
116,handling,9.3
116,value,10.0
116,reviews,14
116,views,"93,404"
116,last_date,"Tue August 30, 2022"
116,recommended_by,100% of reviewers
116,price,$284.27 
116,rating,9.62
116,description,This was the first 50mm autofocus macro lens made by Pentax. The optics are seated that far from the front that no separate lens hood is required.
116,image_link,https://www.pentaxforums.com/lensreviews/data/29/SMC_Pentax-F_50mm_Macro.jpg
116,lens_link,https://www.pentaxforums.com/lensreviews/SMC-Pentax-F-50mm-F2.8-Macro-Lens.html
117,lens_name,SMC Pentax-F 85mm F2.8 Soft
117,mount,4
117,focal_length,4
117,sharpness,8.3
117,aberration,10.0
117,bokeh,9.0
117,autofocus,7.3
117,handling,8.0
117,value,7.7
117,reviews,7
117,views,"63,960"
117,last_date,"Sun March 7, 2021"
117,recommended_by,100% of reviewers
117,price,$266.33 
117,rating,9.33
117,description,"This is a soft focus lens. The degree of softness is controlled with the aperture ring. The effect is most pronounced at F2.8. The center is less soft than the edges. The effect is most pronounced in the range F2.8 to F5.6. From F2.8 to F6.7 the aperture closes down manually to the value set with the aperture ring. Av exposure mode can be used from F2.8 to F5.6. At F6.7 the exposure mode switches to M even if set to Av and an exposure error occurs. When the aperture ring is turned further toward F32 the aperture blades remain at F6.7 and the lens doesn't stop down to the set value until the exposure is made or the optical preview is engaged. In this range (F6.7 to F22) ""green button"" stop down metering in M exposure mode is the way to work with a Pentax DSLR. A Pentax film SLR with aperture simulator will also work in Av mode in this range."
117,image_link,https://www.pentaxforums.com/lensreviews/data/29/SMC_Pentax-F_85mm_Soft.jpg
117,lens_link,https://www.pentaxforums.com/lensreviews/SMC-Pentax-F-85mm-F2.8-Soft-Lens.html
118,lens_name,SMC Pentax-F 100mm F2.8 Macro
118,mount,4
118,focal_length,4
118,sharpness,9.8
118,aberration,9.1
118,bokeh,9.3
118,autofocus,9.0
118,handling,9.0
118,value,9.4
118,reviews,13
118,views,"111,958"
118,last_date,"Sat April 10, 2021"
118,recommended_by,100% of reviewers
118,price,$253.62 
118,rating,9.62
118,description,"This was the first in a series of 100mm autofocus macro lenses from Pentax. The subsequent versions (FA, D FA) have the same optical formula. The optics are seated that far from the front that no separate lens hood is required."
118,image_link,https://www.pentaxforums.com/lensreviews/data/29/SMC_Pentax-F_100mm_F28_Macro.jpg
118,lens_link,https://www.pentaxforums.com/lensreviews/SMC-Pentax-F-100mm-F2.8-Macro-Lens.html
119,lens_name,SMC Pentax-F 135mm F2.8 [IF]
119,mount,4
119,focal_length,4
119,sharpness,9.7
119,aberration,8.0
119,bokeh,9.3
119,autofocus,9.3
119,handling,10.0
119,value,9.1
119,reviews,17
119,views,"112,077"
119,last_date,"Wed November 15, 2023"
119,recommended_by,100% of reviewers
119,price,$312.50 
119,rating,9.47
119,description,This fast short-telephoto lens features internal focusing (IF) and a built-in hood.
119,image_link,https://www.pentaxforums.com/lensreviews/data/29/SMC_Pentax-F_135mm_F28.jpg
119,lens_link,https://www.pentaxforums.com/lensreviews/SMC-Pentax-F-135mm-F2.8-Lens.html
120,lens_name,SMC Pentax-F* 300mm F4.5 ED [IF]
120,mount,4
120,focal_length,4
120,sharpness,9.8
120,aberration,9.4
120,bokeh,9.1
120,autofocus,8.8
120,handling,9.5
120,value,9.7
120,reviews,45
120,views,"165,497"
120,last_date,"Sun October 30, 2022"
120,recommended_by,100% of reviewers
120,price,$880.14 
120,rating,9.86
120,description,"This lens is optically identical to the later FA* version, but it has several physical differences, including a removable tripod mount and built-in hood."
120,image_link,https://www.pentaxforums.com/lensreviews/data/29/SMC_Pentax-F_star_300mm_F45.jpg
120,lens_link,https://www.pentaxforums.com/lensreviews/SMC-Pentax-F-Star-300mm-F4.5-Lens.html
121,lens_name,SMC Pentax-F* 600mm F4 ED [IF]
121,mount,4
121,focal_length,5
121,sharpness,0.0
121,aberration,0.0
121,bokeh,0.0
121,autofocus,0.0
121,handling,0.0
121,value,0.0
121,reviews,4
121,views,"49,096"
121,last_date,"Sat October 18, 2014"
121,recommended_by,100% of reviewers
121,price,"$7,000.00 "
121,rating,9.75
121,description,"This lens is a fast, long telephoto lens. It is optically identical to the later FA* version."
121,image_link,https://www.pentaxforums.com/lensreviews/data/29/SMC_Pentax-F_600mm_F4.jpg
121,lens_link,https://www.pentaxforums.com/lensreviews/SMC-Pentax-F-Star-600mm-F4-Lens.html
122,lens_name,SMC Pentax-F 17-28mm F3.5-4.5 Fish-Eye
122,mount,4
122,focal_length,6
122,sharpness,8.3
122,aberration,7.1
122,bokeh,6.8
122,autofocus,8.4
122,handling,9.2
122,value,9.5
122,reviews,16
122,views,"99,369"
122,last_date,"Sun January 14, 2024"
122,recommended_by,100% of reviewers
122,price,$245.86 
122,rating,8.94
122,description,The F-series 17-28mm fisheye is an interesting lens featuring 180-degree diagonal field of view on film bodies at its 17mm setting.
122,image_link,https://www.pentaxforums.com/lensreviews/data/45/Pentax_17-28_1.jpg
122,lens_link,https://www.pentaxforums.com/lensreviews/SMC-Pentax-F-17-28mm-F2.8-Fisheye-Zoom-Lens.html
123,lens_name,SMC Pentax-F 24-50mm F4
123,mount,4
123,focal_length,6
123,sharpness,8.8
123,aberration,7.5
123,bokeh,7.8
123,autofocus,8.3
123,handling,8.7
123,value,9.3
123,reviews,10
123,views,"151,300"
123,last_date,"Sun June 10, 2018"
123,recommended_by,100% of reviewers
123,price,$150.22 
123,rating,9.3
123,description,This is the autofocus successor to the A-series 24-50mm zoom lens which has the same optical formula.
123,image_link,https://www.pentaxforums.com/lensreviews/data/45/SMC_Pentax_F-Zoom_24-50mm.jpg
123,lens_link,https://www.pentaxforums.com/lensreviews/SMC-Pentax-F-24-50mm-F4-Zoom-Lens.html
124,lens_name,SMC Pentax-F 28-80mm F3.5-4.5
124,mount,4
124,focal_length,6
124,sharpness,7.9
124,aberration,7.1
124,bokeh,7.5
124,autofocus,7.9
124,handling,7.7
124,value,8.6
124,reviews,20
124,views,"210,008"
124,last_date,"Thu September 9, 2021"
124,recommended_by,100% of reviewers
124,price,$31.59 
124,rating,7.35
124,description,The SMC Pentax-F 28-80mm lens has a macro setting at 80mm.
124,image_link,https://www.pentaxforums.com/lensreviews/data/45/Pentax_28-80_4.jpg
124,lens_link,https://www.pentaxforums.com/lensreviews/SMC-Pentax-F-28-80mm-F3.5-4.5-Macro-Zoom-Lens.html
125,lens_name,SMC Pentax-F 35-70mm F3.5-4.5
125,mount,4
125,focal_length,6
125,sharpness,8.9
125,aberration,8.2
125,bokeh,8.0
125,autofocus,8.6
125,handling,8.5
125,value,9.5
125,reviews,101
125,views,"398,552"
125,last_date,"Wed April 24, 2024"
125,recommended_by,97% of reviewers
125,price,$42.07 
125,rating,8.72
125,description,This lens has the same aperture range and the same optics as its A-series counterpart.
125,image_link,https://www.pentaxforums.com/lensreviews/data/45/SMC_Pentax_F_35-70mm.jpg
125,lens_link,https://www.pentaxforums.com/lensreviews/SMC-Pentax-F-35-70mm-F3.5-4.5-Macro-Zoom-Lens.html
126,lens_name,SMC Pentax-F 35-80mm F4-5.6
126,mount,4
126,focal_length,6
126,sharpness,7.4
126,aberration,7.2
126,bokeh,7.5
126,autofocus,7.9
126,handling,7.5
126,value,8.6
126,reviews,49
126,views,"192,153"
126,last_date,"Tue May 3, 2022"
126,recommended_by,80% of reviewers
126,price,$20.38 
126,rating,6.77
126,description,This lens's focal length and speed is beaten by the F 28-80mm lens.
126,image_link,https://www.pentaxforums.com/lensreviews/data/45/SMC_Pentax-F_35-80mm.jpg
126,lens_link,https://www.pentaxforums.com/lensreviews/SMC-Pentax-F-35-80mm-F4-5.6-Zoom-Lens.html
127,lens_name,SMC Pentax-F 35-105mm F4-5.6
127,mount,4
127,focal_length,6
127,sharpness,8.8
127,aberration,8.4
127,bokeh,8.3
127,autofocus,8.1
127,handling,7.9
127,value,9.5
127,reviews,20
127,views,"138,503"
127,last_date,"Thu July 11, 2024"
127,recommended_by,95% of reviewers
127,price,$59.82 
127,rating,8.67
127,description,The Pentax-F 35-105mm lens has a macro feature at 105mm and a very useful range of focal lengths.
127,image_link,https://www.pentaxforums.com/lensreviews/data/45/Pentax_35-105_12.jpg
127,lens_link,https://www.pentaxforums.com/lensreviews/SMC-Pentax-F-35-105mm-F4-5.6-Macro-Zoom-Lens.html
128,lens_name,SMC Pentax-F 35-135mm F3.5-4.5
128,mount,4
128,focal_length,6
128,sharpness,7.5
128,aberration,6.9
128,bokeh,7.0
128,autofocus,7.5
128,handling,7.2
128,value,8.1
128,reviews,20
128,views,"138,190"
128,last_date,"Fri December 29, 2023"
128,recommended_by,80% of reviewers
128,price,$88.44 
128,rating,7.89
128,description,The large zoom range of this autofocus lens makes it a versatile walk-around lens. It features the same aperture range and optics as its A-series predecessor. It has a macro setting at the long end.
128,image_link,https://www.pentaxforums.com/lensreviews/data/45/SMC_Pentax_F_35-135mm.jpg
128,lens_link,https://www.pentaxforums.com/lensreviews/SMC-Pentax-F-35-135mm-F3.5-3.5-Macro-Zoom-Lens.html
129,lens_name,SMC Pentax-F 70-210mm F4-5.6
129,mount,4
129,focal_length,6
129,sharpness,8.5
129,aberration,7.9
129,bokeh,8.6
129,autofocus,7.7
129,handling,7.7
129,value,9.6
129,reviews,55
129,views,"281,899"
129,last_date,"Thu November 24, 2022"
129,recommended_by,96% of reviewers
129,price,$84.65 
129,rating,8.35
129,description,"The Pentax-F 70-210mm is a compact but solidly built lens with a 49mm filter diameter. However, it has variable aperture, unlike its A-series predecessor . It has no dedicated macro setting but even then it reaches a respectable 0.25x magnification at the long end. This lens is an extraordinary good value."
129,image_link,https://www.pentaxforums.com/lensreviews/data/45/SMC_Pentax-F_70-210mm_F4.jpg
129,lens_link,https://www.pentaxforums.com/lensreviews/SMC-Pentax-F-70-210mm-F4-5.6-Zoom-Lens.html
130,lens_name,SMC Pentax-F 80-200mm F4.7-5.6
130,mount,4
130,focal_length,6
130,sharpness,8.4
130,aberration,7.7
130,bokeh,7.3
130,autofocus,8.6
130,handling,8.7
130,value,9.1
130,reviews,27
130,views,"127,199"
130,last_date,"Wed September 29, 2021"
130,recommended_by,89% of reviewers
130,price,$52.93 
130,rating,7.96
130,description,This lens features the same aperture range as its A version. It is of much lighter construction than the smc Pentax 70-210mm zoom.
130,image_link,https://www.pentaxforums.com/lensreviews/data/45/SMC_Pentax-F_80-200mm.jpg
130,lens_link,https://www.pentaxforums.com/lensreviews/SMC-Pentax-F-80-200mm-F4.7-5.6-Zoom-Lens.html
131,lens_name,SMC Pentax-F 100-300mm F4.5-5.6
131,mount,4
131,focal_length,6
131,sharpness,7.0
131,aberration,6.7
131,bokeh,7.6
131,autofocus,7.4
131,handling,6.7
131,value,7.8
131,reviews,20
131,views,"127,306"
131,last_date,"Mon February 5, 2024"
131,recommended_by,80% of reviewers
131,price,$83.11 
131,rating,7.15
131,description,The Pentax F 100-300mm autofocus zoom lens was succeeded by an FA version that added power zoom support.
131,image_link,https://www.pentaxforums.com/lensreviews/data/45/SMC_Pentax_F_100-300mm.jpg
131,lens_link,https://www.pentaxforums.com/lensreviews/SMC-Pentax-F-100-300mm-F4.5-5.6-Zoom-Lens.html
132,lens_name,SMC Pentax-F* 250-600mm F5.6 ED [IF]
132,mount,4
132,focal_length,6
132,sharpness,10.0
132,aberration,9.0
132,bokeh,9.5
132,autofocus,8.0
132,handling,6.5
132,value,8.0
132,reviews,2
132,views,"50,076"
